,CS,TS,DATE,HOUR,TYP
534,CAL5155,1553952601,03/30-21:30,21,ARR
535,CPA420,1553931671,03/30-15:41,15,ARR
536,VNL103,1553934403,03/30-16:26,16,ARR
537,EVA398,1553933598,03/30-16:13,16,ARR
538,CSZ9073,1553932071,03/30-15:47,15,ARR
539,CAL7916,1553933760,03/30-16:16,16,ARR
540,CSN3095,1553933680,03/30-16:14,16,ARR
541,CES2911,1553938099,03/30-17:28,17,ARR
542,CCA835,1553935681,03/30-16:48,16,ARR
543,CES2095,1553934075,03/30-16:21,16,ARR
544,TTW201,1553933369,03/30-16:09,16,ARR
545,ACA17,1553934570,03/30-16:29,16,ARR
546,EVA258,1553933222,03/30-16:07,16,ARR
547,CES5001,1553942656,03/30-18:44,18,ARR
548,SIA878,1553933178,03/30-16:06,16,ARR
549,EVA62,1553934712,03/30-16:31,16,ARR
550,CAL153,1553936122,03/30-16:55,16,ARR
551,CPA462,1553934095,03/30-16:21,16,ARR
552,UAE366,1553935143,03/30-16:39,16,ARR
553,FEA8631,1553937251,03/30-17:14,17,ARR
554,EVA392,1553935949,03/30-16:52,16,ARR
555,EVA197,1553936889,03/30-17:08,17,ARR
556,EVA266,1553935611,03/30-16:46,16,ARR
557,EVA715,1553937467,03/30-17:17,17,ARR
558,CSN3045,1553934885,03/30-16:34,16,ARR
559,EVA7,1553940158,03/30-18:02,18,ARR
560,EVA870,1553937167,03/30-17:12,17,ARR
561,EVA5,1553937919,03/30-17:25,17,ARR
562,CCA189,1553936971,03/30-17:09,17,ARR
563,APJ925,1553938419,03/30-17:33,17,ARR
564,PAL897,1553937738,03/30-17:22,17,ARR
565,CAL25,1553938692,03/30-17:38,17,ARR
566,CSN3019,1553936733,03/30-17:05,17,ARR
567,TTW215,1553944741,03/30-19:19,19,ARR
568,CPA472,1553938861,03/30-17:41,17,ARR
569,TTW239,1553938103,03/30-17:28,17,ARR
570,CES5005,1553936889,03/30-17:08,17,ARR
571,THY24,1553949852,03/30-20:44,20,ARR
572,SFJ801,1553938490,03/30-17:34,17,ARR
573,CAL101,1553939334,03/30-17:48,17,ARR
574,EVA226,1553939214,03/30-17:46,17,ARR
575,CAL131,1553939726,03/30-17:55,17,ARR
576,VJC842,1553940176,03/30-18:02,18,ARR
577,VJC942,1553938222,03/30-17:30,17,ARR
578,CSN3011,1553940587,03/30-18:09,18,ARR
579,TTW304,1553939940,03/30-17:59,17,ARR
580,KAL693,1553940315,03/30-18:05,18,ARR
581,APJ27,1553944897,03/30-19:21,19,ARR
582,CAL70,1553947676,03/30-20:07,20,ARR
583,CHH7947,1553939391,03/30-17:49,17,ARR
584,CSZ9079,1553940998,03/30-18:16,18,ARR
585,CCA409,1553941298,03/30-18:21,18,ARR
586,CPA451,1553940744,03/30-18:12,18,ARR
587,CPA565,1553941532,03/30-18:25,18,ARR
588,CCA417,1553941740,03/30-18:29,18,ARR
589,CAL754,1553942973,03/30-18:49,18,ARR
590,UAL871,1553943311,03/30-18:55,18,ARR
591,CAL832,1553942258,03/30-18:37,18,ARR
592,CDG4077,1553945403,03/30-19:30,19,ARR
593,EVA767,1553944159,03/30-19:09,19,ARR
594,CHH7945,1553942351,03/30-18:39,18,ARR
595,CRK282,1553943767,03/30-19:02,19,ARR
596,JCC668,1553942722,03/30-18:45,18,ARR
597,CAL722,1553944163,03/30-19:09,19,ARR
598,CAL704,1553941899,03/30-18:31,18,ARR
599,EVA115,1553943228,03/30-18:53,18,ARR
600,CPA531,1553945547,03/30-19:32,19,ARR
601,AMU618,1553946994,03/30-19:56,19,ARR
602,THA635,1553944244,03/30-19:10,19,ARR
603,EVA202,1553942990,03/30-18:49,18,ARR
604,EVA856,1553944453,03/30-19:14,19,ARR
605,HBH3511,1553943611,03/30-19:00,19,ARR
606,EVA171,1553944905,03/30-19:21,19,ARR
607,JST722,1553943893,03/30-19:04,19,ARR
608,CAL916,1553945132,03/30-19:25,19,ARR
609,EVA117,1553946768,03/30-19:52,19,ARR
610,CAL149,1553946179,03/30-19:42,19,ARR
611,CPA470,1553945444,03/30-19:30,19,ARR
612,CAL522,1553945775,03/30-19:36,19,ARR
613,CAL5397,1553946300,03/30-19:45,19,ARR
614,CAL115,1553946520,03/30-19:48,19,ARR
615,CAL732,1553948014,03/30-20:13,20,ARR
616,PAL894,1553945883,03/30-19:38,19,ARR
617,EVA129,1553946621,03/30-19:50,19,ARR
618,EVA228,1553947158,03/30-19:59,19,ARR
619,EVA396,1553946358,03/30-19:45,19,ARR
620,HDA482,1553948100,03/30-20:15,20,ARR
621,EVA216,1553947861,03/30-20:11,20,ARR
622,APJ775,1553949290,03/30-20:34,20,ARR
623,EVA137,1553947589,03/30-20:06,20,ARR
624,CPA402,1553947910,03/30-20:11,20,ARR
625,EVA101,1553948619,03/30-20:23,20,ARR
626,CAL990,1553949900,03/30-20:45,20,ARR
627,EVA238,1553950654,03/30-20:57,20,ARR
628,CAL105,1553951799,03/30-21:16,21,ARR
629,TTW259,1553950656,03/30-20:57,20,ARR
630,CAL762,1553951596,03/30-21:13,21,ARR
631,TTW213,1553949932,03/30-20:45,20,ARR
632,CAL772,1553950468,03/30-20:54,20,ARR
633,MAS68,1553950724,03/30-20:58,20,ARR
634,PAC215,1553953034,03/30-21:37,21,ARR
635,CAL179,1553949736,03/30-20:42,20,ARR
636,EVA6078,1553951100,03/30-21:05,21,ARR
637,HVN578,1553949957,03/30-20:45,20,ARR
638,EVA278,1553953698,03/30-21:48,21,ARR
639,HVN570,1553952445,03/30-21:27,21,ARR
640,VNL189,1553951682,03/30-21:14,21,ARR
641,JAL809,1553951223,03/30-21:07,21,ARR
642,CAL173,1553951678,03/30-21:14,21,ARR
643,CPA464,1553951226,03/30-21:07,21,ARR
644,TGW893,1553950338,03/30-20:52,20,ARR
645,EVA872,1553952300,03/30-21:25,21,ARR
646,CAL123,1553952953,03/30-21:35,21,ARR
647,EVA256,1553952909,03/30-21:35,21,ARR
648,CAL5838,1553951858,03/30-21:17,21,ARR
649,TTW306,1553953149,03/30-21:39,21,ARR
650,EVA159,1553953170,03/30-21:39,21,ARR
651,CAL187,1553952934,03/30-21:35,21,ARR
652,EVA68,1553956636,03/30-22:37,22,ARR
653,JAL815,1553952532,03/30-21:28,21,ARR
654,CAL920,1553953800,03/30-21:50,21,ARR
655,CAL6878,1553953800,03/30-21:50,21,ARR
656,CPA478,1553953800,03/30-21:50,21,ARR
657,CPA468,1553952849,03/30-21:34,21,ARR
658,TTW203,1553956197,03/30-22:29,22,ARR
659,EVA806,1553954400,03/30-22:00,22,ARR
660,CAL504,1553954400,03/30-22:00,22,ARR
661,CAL27,1553955522,03/30-22:18,22,ARR
662,TTW233,1553954700,03/30-22:05,22,ARR
663,ABW655,1553952147,03/30-21:22,21,ARR
664,CAL784,1553953587,03/30-21:46,21,ARR
665,THA636,1553955869,03/30-22:24,22,ARR
666,EVA157,1553953831,03/30-21:50,21,ARR
667,EVA721,1553955000,03/30-22:10,22,ARR
668,ANA823,1553954489,03/30-22:01,22,ARR
669,CAL794,1553955133,03/30-22:12,22,ARR
670,CAL130,1553955300,03/30-22:15,22,ARR
671,CAL117,1553955122,03/30-22:12,22,ARR
672,CAL836,1553958176,03/30-23:02,23,ARR
673,XAX376,1553959929,03/30-23:32,23,ARR
674,AMU620,1553955900,03/30-22:25,22,ARR
675,TTW607,1553955739,03/30-22:22,22,ARR
676,CAL5147,1553956800,03/30-22:40,22,ARR
677,EVA760,1553957100,03/30-22:45,22,ARR
678,CAL163,1553957100,03/30-22:45,22,ARR
679,CAL976,1553957400,03/30-22:50,22,ARR
680,CAL554,1553957700,03/30-22:55,22,ARR
681,CAL924,1553957700,03/30-22:55,22,ARR
682,KLM808,1553957700,03/30-22:55,22,ARR
683,EVA858,1553957700,03/30-22:55,22,ARR
684,MXD889,1553957877,03/30-22:57,22,ARR
685,CAL109,1553957631,03/30-22:53,22,ARR
686,EVA757,1553959200,03/30-23:20,23,ARR
687,CAL5705,1553959223,03/30-23:20,23,ARR
688,EVA619,1553959500,03/30-23:25,23,ARR
689,EVA195,1553958312,03/30-23:05,23,ARR
690,TTW308,1553959500,03/30-23:25,23,ARR
691,CAL518,1553960400,03/30-23:40,23,ARR
692,ABL797,1553960700,03/30-23:45,23,ARR
693,ABW655,1553960700,03/30-23:45,23,ARR
694,JJA2653,1553961000,03/30-23:50,23,ARR
695,CAL928,1553961300,03/30-23:55,23,ARR
696,TGW875,1553958726,03/30-23:12,23,ARR
697,CEB310,1553881817,03/30-01:50,01,ARR
698,AXM128,1553885830,03/30-02:57,02,ARR
